"item_id","item_pymnt_amount","item_desc_dutch","item_desc_translation","item_location","month","year","manuscript","folio_num"
862,"9 s","6 daghe","six days’ work",1,"June",1459,1238,"136v"
863,"2 s","1 dach","one day’s work",1,"June",1459,1238,"136v"
864,"1½ s","1 dach","one day’s work",1,"June",1459,1238,"136v"
865,"NULL","aen Mos Gheymars huys 2 ½ dach 3 vierdel daechs 1 dach","(for work) on Mos Gheymar’s house 2 ½ days 3 quarter days (and) 1 day",1,"June",1459,1238,"136v"
866,"NULL","2 ½ dach","two-and-a-half days’ work",1,"June",1459,1238,"136v"
867,"NULL","2 daghe","two days’ work",1,"June",1459,1238,"136v"
868,"NULL","1 dach","one day’s work",1,"June",1459,1238,"136v"
869,"6 s","3 voeder leems","three wagon loads of (lime) plaster",1,"June",1459,1238,"136v"
870,"4 ½ s","2 voeder leems","two wagon loads of (lime) plaster",1,"June",1459,1238,"136v"
871,"7 pl","aen berdere","for boards",1,"June",1459,1238,"136v"
872,"32 s","gherekent … al af gherekent int diaer van LIX 12 daghe in april so bliven wy hem sculdich die capelle van der roeyen","reckoned … after accounts for the year (14)59 twelve days in April we remain responsible to him for (payment for) the chapel of the rods",1,"June",1459,1238,"136v"
873,"NULL","1800 sceverstenen","1800 slate roofing tiles",1,"June",1459,1238,"136v"
874,"NULL","3000 naghele ende 1500 naghele","3000 nails and (another) 1500 nails",1,"June",1459,1238,"136v"
875,"NULL","5 daghe","five day’s work",1,"June",1459,1238,"136v"
876,"NULL","4 daghe","four days’ work",1,"June",1459,1238,"136v"
877,"NULL","4 daghe","four day’s work",1,"June",1459,1238,"136v"
878,"NULL","3 ½ dach","three-and-a-half days’ work",1,"June",1459,1238,"136v"
879,"NULL","3 daghe","three day’s work",1,"June",1459,1238,"136v"
880,"10 gripen 4 ½ s","op dese voers summe sal hebben … ende die es betaelt","for the sums noted … shall have and is paid",1,"June",1459,1238,"136v"
881,"6 s","noch betaelt","again paid",1,"June",1459,1238,"136v"
882,"7 ½ s","noch betaelt","again paid",1,"June",1459,1238,"136v"
883,"NULL","wy syn sculdich … 2 daghe","we owe … 2 days’ (wages)",1,"June",1459,1238,"136v"
884,"32 s","wy syn hem noc sculdich verdint werc van der cappen die roede","we still owe him for (what he) earned for work on the chapel of the rods",1,"June",1459,1238,"136v"
885,"NULL","wy syn hem noch sculdich 1 dach","we also owe him 1 day’s (wages)",1,"June",1459,1238,"136v"
886,"13½ gripen","wy bliven sculdich … int diar van LVIII","we owe … in the year (14)58",1,"June",1459,1238,"136v"
887,"1 postulatus gulden of 15 s","wy bliven sculdich … int diar van LVIII","we owe … in the year (14)58",1,"June",1459,1238,"136v"
888,"3 gripen","wy bliven sculdich … int diar van LVIII","we owe … in the year (14)58",1,"June",1459,1238,"136v"
889,"2 gripen","wy bliven sculdich … int diar van LVIII","we owe … in the year (14)58",1,"June",1459,1238,"136v"
890,"15 s","wy bliven sculdich … int diar van LVIII","we owe … in the year (14)58",1,"June",1459,1238,"136v"
891,"2 gripen","wy bliven sculdich … int diar van LVIII","we owe … in the year (14)58",1,"June",1459,1238,"136v"
892,"NULL","wy bliven … 7 dagen","we owe … seven day’s (wages)",1,"June",1459,1238,"136v"
893,"6 h corns","syn wedden … van 2 jaren","(we owe) his stipend … for two years",1,"June",1459,1238,"136v"
894,"NULL","syn wedden van den jare LVI, LVII, LVIII opten X dach van junio","(we owe) his stipend for (14)56 (14)57 (14)58 on the tenth of June",1,"June",1459,1238,"136v"
895,"6 gripen 6 lb was","van den orghelen te spelen","for playing the organ",1,"June",1459,1214,"207v"
896,"10 s","voir sijn wedden jaers","for his yearly stipend",1,"June",1459,1214,"207v"
897,"1½ s","int Daleem ghewerct enen dach","worked on day in Dalem",1,"July",1459,1214,"208r"
898,"7 s 1 pl","500 kareele","500 tiles",1,"August",1459,1214,"208r"
899,"1 s","dat hij se haelde","that he transported them (tiles)",1,"August",1459,1214,"208r"
900,"3 s","3 vellen fransyns","3 (pieces) French Vellum",1,"August",1459,1214,"208r"
901,"2 s","van den stormseele te makene","for making a storm strap",1,"August",1459,1214,"208r"
902,"4 s","verdient van werke","earned for work",1,"August",1459,1214,"208r"
903,"32 ½ s","ghecocht 6m calx 3 h ellic m 23 pl","purchased 6 m 3 h chalk each m 23 pl",1,"August",1459,1214,"208r"
904,"3 s","van den calke te beslane","for transporting(?) chalk",1,"August",1459,1214,"208r"
905,"6 s","2 daghe","two days’ work",1,"August",1459,1214,"208r"
906,"16 ½ s","verdient aen bucke te bindene","earned for binding books",1,"August",1459,1214,"208r"
907,"1 s","unspecified work",,1,"September",1459,1214,"208v"
908,"1½ s","te Gubbertingen gheweest","travel to Gobertange",1,"September",1459,1214,"208v"
909,"4 s","2 daghe","two days’ work",1,"September",1459,1214,"208v"
910,"4 s","2 daghe","two days’ work",1,"September",1459,1214,"208v"
911,"21 gripen","betaelt van nuwen weke opten choer","paid for new work in the choir",1,"September",1459,1214,"208v"
912,"6 s","3 daghe","three day’s work",1,"September",1459,1214,"208v"
913,"4 ½ s","3 daghe","three day’s work",1,"September",1459,1214,"208v"
914,"3 ½ s","ghemaet enen stafiaen der cappen","made golden croziers(?) for the tops",1,"September",1459,1214,"208v"
915,"39 s","ghecocht … 6 ½ m calc ellic m 6 s","purchased … 6 ½ m chalk each m 6 s",1,"September",1459,1214,"208v"
916,"30 s","ghecocht … calc 5 m ellic m 6 s","purchased … 5 m chalk each m 6 s",1,"October",1459,1214,"208v"
917,"10½ s","ghwewerct 7 daghe","worked seven days",1,"October",1459,1214,"208v"
918,"14 s","7 daghe","seven days’ work",1,"October",1459,1214,"208v"
919,"3 s","calx beslagen 2 daghe","transported chalk two days",1,"October",1459,1214,"208v"
920,"3 s","2 daghe calx beslagen","two days transporting chalk",1,"October",1459,1214,"208v"
921,"6 s","2 dage aen die scole den steenwech ghemaect","two days at the choir school making the paved walkway",1,"October",1459,1214,"208v"
922,"9 pl","unspecified work",,1,"October",1459,1214,"208v"
923,"6 pl","½ dach","half-day's work",1,"October",1459,1214,"208v"
924,"16 gripen 2 s","van vele dachueren die hi ghewerct heeft so aen doerclocke ende so aen ander werc ende oec van naghelen tesamen","for many days’ work that he worked on the clock that strikes the hours as well as other work and also for nails all together",1,"October",1459,1214,"209r"
925,"5 s","op enen pant ghewerct verdient","earned for work on the cloister",1,"November",1459,1214,"209r"
926,"4 s","aen latten te saghene","for sawing battens",1,"November",1459,1214,"209r"
927,"2 s","aent doerclocke ghewerct 2 ½ dach dages te loene 2 s","for two-and-a-half day’s work on the clock that strikes the hours each day’s wage 2 s",1,"November",1459,1214,"209r"
928,"5 s","aen doerclocke ghewerct 2 ½ dach","worked two-and-a-half days on the clock that strikes the hours",1,"November",1459,1214,"209v"
929,"12 gripen 8 s","van der solm te scrivene ellic quaterne cost 8 s ende het esser 16 quaternen maken 12 gripen 8 s","for writing a Psalter each folio cost 8 s and (esser – TRANSLATE) 16 folios total 12 gripen 8 s",1,"November",1459,1214,"209v"
930,"15 s","van den cornoenseele te makene","for making the (cornoenseele – TRANSLATE THIS)",1,"December",1459,1214,"209v"
931,"5 s","plancken gecoch","purchased planks",1,"December",1459,1214,"209v"
932,"6 s","3 daghe","three day’s work",1,"December",1459,1214,"209v"
933,"6 s","opten orclocke toren 3 daghe","for three day’s work on the tower for the clock that strikes the hours",1,"December",1459,1214,"209v"
934,"5 s","den wyeroeckevate scoen te makene ende die apullen","for cleaning the censer and the ampules",1,"December",1459,1214,"209v"
935,"5 pl","4 lampen ghecocht","purchased 4 lamps",1,"December",1459,1214,"210r"
936,"3 pl","ghewerct in orber van Sinte Leonarde te loene","remuneration for work in service to Saint Leonard’s",1,"December",1459,1214,"210r"
937,"3 gripen","hout ghecocht …","purchased wood …",1,"February",1460,1214,"210r"
938,"24 ½ s","ghecocht … 2 tymmerhoute","purchased … 2 (pieces) of saw lumber",1,"March",1460,1214,"210r"
939,"13 s","ghewerct 6 ½ dach daghes te lone 2 s","worked six-and-a-half days at a daily rate of 2 s",1,"April",1460,1214,"210r"
940,"13 s","6 ½ dach","six-and-a-half days’ work",1,"April",1460,1214,"210r"
941,"6 s","van der glasen vinster te makene","for making the glass window",1,"April",1460,1214,"210v"
942,"28 s","ellic 7 daghe gesaget dages 2 s","(two workers) each sawed 7 days at a daily rate of 2 s",1,"April",1460,1214,"210v"
943,"31 ½ pl","ghewerct int tFin 1 ½ dach dages 7 pl","(three workers) worked in t’Fin [TRANSLATE THIS] one-and-a-half days at a daily rate of 7 pl",1,"April",1460,1214,"210v"
944,"2 s","der vinten scoen te makene","for cleaning the vaults",1,"April",1460,1214,"210v"
945,"4 ½ s","1 ½ dach","one-and-a-half day’s work",1,"April",1460,1214,"210v"
946,"9 pl","1 ½ dach","one-and-a-half day’s work",1,"April",1460,1214,"210v"
947,"15 pl","aen 3 busslen latten van 20 voeten","for 3 bushels of batten of 20 feet",1,"April",1460,1214,"210v"
948,"7 s","ghewerct aen Peters van Bruesele muer 2 daghe","for two-day’s work on Peter van Brussels’ wall",1,"April",1460,1214,"210v"
949,"1 s","steene ende calc ghevoert","transported stone and chalk",1,"April",1460,1214,"210v"
950,"26 s 1 pl","ghwewerct 3 ½ dach aen den muer in der herenhuys","(three workers) worked three-and-a-half days on the wall in the great house",1,"April",1460,1214,"211r"
951,"1½ s","½ dach","half-day's work",1,"April",1460,1214,"211r"
952,"10 pl","ghecocht 2 vellen fransyn","purchased 2 pieces of French vellum",1,"April",1460,1214,"211r"
953,"9 pl","ghewerct ½ dach int Daleem","(two workers) worked ½ day in Dallem",18,"April",1460,1214,"211r"
954,"20 gr","unspecified work",,1,"May",1460,1214,"211r"
955,"10 s","5 dage","five days’ work (plastering)",1,"May",1460,1214,"211r"
956,"7 ½ s","5 dage","five days’ work (plastering)",1,"May",1460,1214,"211r"
957,"25 s","5 daghe opt kerchuys ellics dages 5 s","(two workers) five days on the church each day 5 s",1,"May",1460,1214,"211r"
958,"36 s 1 pl","3000 coreele ellic M 14 ½ s","3000 tiles each thousand 14 ½ s",1,"May",1460,1214,"211r"
959,"3 s","ghecocht decsteene","purchased roofing slate",1,"May",1460,1214,"211r"
960,"6 s","Noch 200 dectieghelen","another 200 roof tiles",1,"May",1460,1214,"211r"
961,"7 s","van den capiteel te bindene","for binding the chapter",1,"June",1460,1214,"211v"
962,"3 s","ghwerc 2 dage","worked two days",1,"June",1460,1214,"211v"
963,"NULL","betaelt sijn wedden","paid his stipend",1,"June",1460,1214,"211v"
964,"6 s","ghewerct aen die stellinge ende aen ander werc 3 daghe","worked three days on the tribune (or stage) and other work",1,"June",1460,1214,"211v"
965,"6 s","3 daghe","three day’s work",1,"June",1460,1214,"211v"
966,"8 ½ gripe","steene ghecocht","purchased stone",1,"June",1460,1214,"211v"
967,"8 s 1 pl","5 ½ dach","5 ½ days’ work",1,"June",1460,1214,"211v"
968,"21 pl","3 ½ dach","three-and-a-half days’ work",1,"June",1460,1214,"211v"
969,"27 s","9 daghe","nine days’ work",1,"June",1460,1214,"211v"
970,"31 ½ s","10 ½ dach","ten-and-a-half days’ work",1,"June",1460,1214,"211v"
971,"9 s","6 daghe","six days’ work",1,"June",1460,1214,"211v"
972,"9 s","6 daghe","six days’ work",1,"June",1460,1214,"211v"
973,"4 gripen","van der bielgen te snidene","for carving figurines",1,"June",1460,1214,"211v"
974,"3 s","voir tsakrement ghespeelt","(two performers) for performing before the Sacrament",1,"June",1460,1214,"212r"
975,"15 s","die hoechpipers","for bagpipers",1,"June",1460,1214,"212r"
976,"9 s","9 gheselle die opt sner speelden ellic 1 s","9 companions who played the drums each 1 s",1,"June",1460,1214,"212r"
977,"2 s","noch andere speelluden","still more players",1,"June",1460,1214,"212r"
978,"1 peter","die ghesellen van den spele","for the company of players",1,"June",1460,1214,"212r"
979,"13 gripen","verdient aen alderans werc","earned for various work",1,"June",1460,1214,"212r"
980,"4 s","aen steynen te Dormale","for stones at Dormale",3,"June",1460,1214,"212r"
981,"10 s 1 pl","verdient aen alderans werc van der kerken","earned for various work for the church",1,"June",1460,1214,"212r"
982,"29 ½ pl","vannaghelen ende van yseren werke","for nails and for iron work",1,"June",1460,1214,"212r"
983,"9 s","ghecocht 5 dusinen bintsele","purchased 5 dozen straps",1,"June",1460,1214,"212r"
984,"6 gripen","1 rolle loets waghende 135 lb","1 roll of lead weighing 135 lbs",1,"June",1460,1214,"212r"
985,"3 s 3 pl","2 ½ dach","two-and-a-half day’s work",1,"June",1460,1214,"212r"
986,"4 peters","ghecocht 2000 scervensteen ","purchased 2000 slate (roof) tiles ",1,"June",1460,1214,"212r"
987,"19 ½ s","6 ½ dach","six-and-a-half days’ work",1,"June",1460,1214,"212r"
988,"18 pl","3 daghe","three day’s work",1,"June",1460,1214,"212r"
989,"10 ½ s","3 ½ dach ","three-and-a-half day’s work",1,"June",1460,1214,"212r"
990,"5 s","2 ½ dach","two-and-a-half day’s work",1,"June",1460,1214,"212r"
991,"4 s","2 daghe","two day’s work",1,"June",1460,1214,"212r"
992,"4 s","2 daghe","two day’s work",1,"June",1460,1214,"212r"
993,"10 s","5 daghe","five day’s work",1,"June",1460,1214,"212r"
994,"10 s","5 daghe","five day’s work",1,"June",1460,1214,"212r"
995,"8 s","4 dage","four day’s work",1,"June",1460,1214,"212r"
996,"6 s","4 dage","four day’s work",1,"June",1460,1214,"212r"
997,"5 pl","een bussel latten","a bushel of battens",1,"June",1460,1214,"212r"
998,"1 ½ s","1 dach","one day's work",1,"June",1460,1214,"212v"
999,"8 s","een hout ghecocht om latten af te saghne","purchased lumber for sawing battens",1,"June",1460,1214,"212v"
1000,"6 h","voer syn jarlijx wedden","for his yearly stipend",1,"June",1460,1214,"218v"
1001,"6 gripen 6 lb vlas","van den orghelen te spelenne","for playing the organ",1,"June",1460,1214,"225v"
1002,"10 s","voer syn wedden syaers","for his yearly stipend",1,"June",1460,1214,"225v"
1003,"56 s","8 daghe ellic daechs 7 s","eight days’ work each day 7 s",1,"July",1460,1214,"226r"
1004,"3 s","opten toren 1 ½ dach","work on the tower one-and-a-half days",1,"July",1460,1214,"226r"
1005,"3 s","oec 1 ½ dach ","also one-and-a-half day’s work (on the tower)",1,"July",1460,1214,"226r"
1006,"2 s","1 dach","one day's work",1,"July",1460,1214,"226r"
1007,"1 ½ s","1 dach","one day's work",1,"July",1460,1214,"226r"
1008,"5 s","ghesaecht latten 2 ½ dach ellic daechs 2 s","sawed battens two-and-a-half days each day 2 s",1,"July",1460,1214,"226r"
1009,"5 s","2 ½ dach","two-and-a-half day’s work",1,"July",1460,1214,"226r"
1010,"1 s","1 bussel latten","1 bushel of battens",1,"July",1460,1214,"226r"
1011,"14 s","2 daghe","two day’s work",1,"July",1460,1214,"226r"
1012,"1 ½ s","catthuyn","clayware",1,"August",1460,1214,"226v"
1013,"2 s","ellic enen halfven dach ghewract","each worked a half day",1,"September",1460,1214,"226v"
1014,"9 pl","1 ½ dach","one-and-a-half day's work",1,"September",1460,1214,"226v"
1015,"20 s ","ghedeect aen der kerckenhuse 10 daghe","roofed on the church ten days",1,"September",1460,1214,"226v"
1016,"15 s","10 daghe","ten day’s work",1,"September",1460,1214,"226v"
1017,"9 s","noch 4 ½ dach","another four-and-a-half day’s work",1,"September",1460,1214,"226v"
1018,"8 s 1 pl","5 ½ dach","five-and-a-half day’s work",1,"September",1460,1214,"226v"
1019,"2 s","2 busselen latten","2 bushels of batten",1,"September",1460,1214,"226v"
1020,"5 s","2 ½ dach","two-and-a-half day’s work",1,"October",1460,1214,"226v"
1021,"15 pl","2 ½ dach","two-and-a-half day’s work",1,"October",1460,1214,"226v"
1022,"1 ½ s","1 dach","one day's work",1,"October",1460,1214,"226v"
1023,"3 ½ s","verdient aen alderans werc van der kercken","earned for various work in the church",1,"November",1460,1214,"227r"
1024,"1 ½ s","1 dach","one day's work",1,"November",1460,1214,"227r"
1025,"5 gripen","verdient aen alderans werc","earned for various work",1,"December",1460,1214,"227r"
1026,"4 ½ s","verdient opten toren ende ter scolieren","earned for work on the tower and choir school",1,"December",1460,1214,"227r"
1027,"1 s","½ dach","one-half day’s work",3,"January",1461,1214,"227v"
1028,"16 s","aen steynen te Dormale","for stones at Dormale",1,"February",1461,1214,"227v"
1029,"54 s","van der clocken ter scoliere te herghieten ende metter stoffen","for re-casting and painting the clock at the choir school",1,"March",1461,1214,"227v"
1030,"3 s","van der clocken te hanghene","for hanging the clock",1,"March",1461,1214,"227v"
1031,"12 s","ter scoliere ghedeecht","for roofing at the choir school",1,"March",1461,1214,"227v"
1032,"8 gripen ","Ghecocht … 2 eyken","purchased … 2 (pieces) oaks",1,"April",1461,1214,"228r"
1033,"2 s","die vunte scoen te maken","for cleaning the vault",1,"April",1461,1214,"228r"
1034,"39 s","ghedeecht ende die kercke oversien 6 ½ dach ellic daechs 6 s","roofing and overseeing the church 6 ½ days [at a rate of] 6s per day",1,"April",1461,1214,"228r"
1035,"28 s 3 pl","ghecoft … 1 voeder calx 5m ellic m 23 pl","purchased … 1 load of chalk at 5 m each m [cost] 23 pl",1,"April",1461,1214,"228r"
1036,"20 s ","½ summe sceversteennaghele","½ order of slate roofing tile nails",1,"April",1461,1214,"228r"
1037,"18 s","noch 3 daghe ellic daechs 6 s","another 3 days each day 6 s",1,"April",1461,1214,"228r"
1038,"7 s","ghecoft … 1 hout tot ener goten","purchased … 1 [piece] of lumber for a piling",1,"April",1461,1214,"228r"
1039,"11 s","ghecoft … een eycke","purchased … one oak",1,"April",1461,1214,"228r"
1040,"7 s","ghewract 3 /12 dach","3 ½ day’s work",1,"April",1461,1214,"228r"
1041,"7 ½ pl","1 ½ dach","one-and-a-half day's work",1,"April",1461,1214,"228r"
1042,"4 s","ghesaecht 2 daghe","sawed 2 days",1,"April",1461,1214,"228r"
1043,"4 s","ghesaecht 2 daghe","sawed 2 days",1,"April",1461,1214,"228r"
1044,"3 s","2 daghe","two day’s work",1,"April",1461,1214,"228r"
1045,"1 ½ s","½ dach","one-half day’s work",1,"April",1461,1214,"228r"
1046,"3 s","aen eycken te halenne 1 ½ dach","for one-and-a-half day’s work transporting oaks",1,"April",1461,1214,"228r"
1047,"6 s","aen die scraghen te maken 3 daghe","for three day’s work making saw horses",1,"May",1461,1214,"228v"
1048,"18 s 3 gr","1 stoormzeel van 29 ponden ende ellic pont 16 gr","1 storm sail (storm strap?) of 29 pounds [at a cost of] 16 gr per pound",1,"May",1461,1214,"228v"
1049,"2 s","1 cleeyn zeel","a small strap",1,"May",1461,1214,"228v"
1050,"17 ½ pl","aen die kerke te kerenne ellig 5 daghe ellic daechs 14 pl","for returning to the church every 5 days [at a rate of] 14 pl per day",1,"May",1461,1214,"228v"
1051,"27 pl","4 ½ dach","four-and-a-half day’s work",1,"May",1461,1214,"228v"
1052,"27 pl","4 ½ dach","four-and-a-half day’s work",1,"May",1461,1214,"228v"
1053,"15 s","Aen 2 hoechpipers ende 1 trompe","for 2 bag pipers and 1 trumpeteer",1,"May",1461,1214,"228v"
1054,"3 s","aen enen trompenere ghegheven","given for a trumpeteer",1,"May",1461,1214,"228v"
1055,"7 s","7 ghesellen dy op snr speelden","[given to] 7 companions who played the drums",1,"May",1461,1214,"228v"
1056,"18 s","dy ghesellen van den spele","[given to] the company of players",1,"May",1461,1214,"228v"
1057,"2 s","gen costers van beyarden ghegheven","[given to] the Costers for the Aged ",1,"May",1461,1214,"228v"
1058,"3 gripen","verdient aen 1 deesch in den herenhuys ende aen scaperale in die kerke ende aen ander werc","for serving at the altar in the manor house and for scapulars in the church and other work",1,"May",1461,1214,"228v"
1059,"23 s","ghecoft … 1 eyck","purchased … 1 oak",1,"June",1461,1214,"229r"
1060,"9 gripen","Ghecoft 2000 hout","purchased 2000 (pieces of) wood",1,"June",1461,1214,"229r"
1061,"4 s","ghesaecht 2 daghe","sawed 2 days",1,"June",1461,1214,"229r"
1062,"4 s","2 daghe","two days work (sawing)",1,"June",1461,1214,"229r"
1063,"6 s","3 daghe","three days work",1,"June",1461,1214,"229r"
1064,"4 ½ s","3 daghe","three days work",1,"June",1461,1214,"229r"
1065,"7 s","3 ½ dach","three-and-a-half day’s work",1,"June",1461,1214,"229r"
1066,"7 s","3 ½ dach","three-and-a-half day’s work",1,"June",1461,1214,"229r"
1067,"21 pl","3 ½ dach","three-and-a-half day’s work",1,"June",1461,1214,"229r"
1068,"4 ½ s","3 daghe","three day’s work",1,"June",1461,1214,"229r"
1069,"31 s","2200 korele","2200 (roof?) tiles",1,"June",1461,1214,"229r"
1070,"1 ½ s","1 dach","one day's work",1,"June",1461,1214,"229r"
1071,"18 s","9 daghe","nine days’ work",1,"June",1461,1214,"229r"
1072,"11 s","9 daghe","nine days’ work",1,"June",1461,1214,"229r"
1073,"9 pl","1 ½ dach","one-and-a-half day's work",1,"June",1461,1213,"229r"
1074,"1 s","1 busse latten","one bushel lath battens",1,"June",1461,1214,"229r"
1075,"3 s","2 daghen den neren ghemaect","two days conducting trade(?)",1,"June",1461,1214,"229r"
1076,"8 s","ghecoft 1 hout","purchased one piece of wood",1,"June",1461,1214,"229r"
1077,"16 s 1 pl","5 daghe ellic daechs 13 pl","five day’s [work] at a daily rate of 13 pl",1,"June",1461,1214,"229r"
1078,"3 s","1 dach","one day's work",1,"June",1461,1214,"229v"
1079,"1 ½ s","1 dach","one day's work",1,"June",1461,1214,"229v"
1080,"1 ½ s","1 dach","one day's work",1,"June",1461,1214,"229v"
1081,"3 s","1 ½ dach","one-and-a-half day's work",1,"June",1461,1214,"229v"
1082,"3 s","1 ½ dach","one-and-a-half day's work",1,"June",1461,1214,"229v"
1083,"2 s","2 busselen latten","two bushels of lath",1,"June",1461,1214,"229v"
1084,"7 s","3 ½ dach","three-and-a-half day’s work",1,"June",1461,1214,"229v"
1085,"21 pl","3 ½ dach","three-and-a-half day’s work",1,"June",1461,1214,"229v"
1086,"33 s","van alderhans yserwercke","for various iron work",1,"June",1461,1214,"229v"
1087,"13 cronen","ghecoft 3 boerde metten capprunen tot 3 cappen","purchased three trenchers of capon each with three pieces",1,"June",1461,1214,"229v"
1088,"25 s","gherekent … aen alderhans werc in der kercken verdient","paid … for earnings for various work in the church",1,"June",1461,1214,"229v"
1089,"6 h","voir sijn wedden jarlijcs","for his yearly stipend",1,"June",1463,1214,"277v"
1090,"6 gripen 6 lb vlas","van den orghelen te spelenne","for playing the organ",1,"June",1463,1214,"284v"
1091,"10 s","voir sijn wedden jarlycs","for his yearly stipend",1,"June",1463,1214,"284v"
1092,"3 ½ s","enen dach ghedect","one day of roofing",1,"July",1463,1214,"285r"
1093,"7 ½ pl","ghecocht 2 m ende 3 h calx","Purchased 2 m and 3 h of chalk",1,"July",1463,1214,"285r"
1094,"13 pl","enen dach ghewerct","worked one day",1,"August",1463,1214,"285r"
1095,"9 pl","1 ½ dach","one-and-a-half day's work",1,"August",1463,1214,"285r"
1096,"2 s",,"yearly salary?",1,"September",1463,1214,"285r"
1097,"3 gripen","ghecocht … tymmerhout","purchased … lumber",1,"September",1463,1214,"285r"
1098,"6 s","aen die pipe optie merct ghewercgt 2 daghe","for two day’s work on the pipe (?) at the square",1,"September",1463,1214,"285r"
1099,"3 s","aent tselve huys 1 ½ dach","for work on the same house (as item 1098)",1,"September",1463,1214,"285r"
1100,"19 ½ s","ghewerct aent thuys optie mert 6 daghe elkes dages 13 pl","worked on the house on the square six days at a daily rate of 13 pl",1,"September",1463,1214,"285r"
1101,"3 ½ s","250 kareele betaelt","paid (for) 250 tiles",1,"September",1463,1214,"285v"
1102,"16 s","ghewerct 8 daghe","eight days’ work",1,"October",1463,1214,"285v"
1103,"12 s","8 daghe dages 1 ½ s","eight days’ work each day 1 ½ s",1,"October",1463,1214,"285v"
1104,"5 s 20 grote","7 busselen van 16 voeten ellic busse 20 groten","seven bushels of 16 feet (?) each bushel 20 groten",1,"October",1463,1214,"285v"
1105,"4 s","ghecoch 2 dusynen bintseele","purchased two dozen (bundles) twine",1,"October",1463,1214,"285v"
1106,"16 s","ghedect 8 daghe verdient tesamen","roofed for eight days earned together",1,"October",1463,1214,"285v"
1107,"12 s","Oec 8 dage verdient tesamen","also eight days (of roofing) earned together",1,"October",1463,1214,"285v"
1108,"27 ½ s","ghecocht 5m calcx ellic m 5 ½ s","purchased 5m chalk each m 5 ½ s",1,"October",1463,1214,"285v"
1109,"7 s","verdient aen een lepelken ende aent wiederroecvat scoen te makene","earned for cleaning a small spoon and the censer",1,"October",1463,1214,"285v"
1110,"4 s","ghewerct aen die scole 2 dage","worked at the choir school two days",1,"October",1463,1214,"285v"
1111,"3 s","oec 2 dage","also two day (at the choir school)",1,"October",1463,1214,"285v"
1112,"1 ½ s","enen dach ghewerct aen Toelen Brunen neren ","worked one day conducting business with Toelen Brunen",1,"October",1463,1214,"285v"
1113,"24 s","verdient aen 3 voeren te Nuwerkerken","earned for three trips to Nuwerkerken",8,"October",1463,1214,"285v"
1114,"11 s 1 pl","een clocseel van 18 lb ellic pont 15 grote","a clock strap bracket of 18 lb each pound 15 grote",1,"October",1463,1214,"285v"
1115,"10 pl","2 daghe hout ghecloven","two days splitting wood",1,"November",1463,1214,"286r"
1116,"108 s","aen een ghelase vinster … ghemaect 16 aude pande (ellic pant 4 ½ voet and elken voet 1 ½ s)","for a glass window … made 16 old panels (each panel 4 ½ feet and each foot 1 ½ s)",1,"November",1463,1214,"286r"
1117,"67 ½ s","(aen een ghelase vinster … ghemact) 10 nuwe pande ghelas (ellic pant 4 ½ voet and elken voet 1 ½ s)","(for a glass window … made) 10 new panels (each panel 4 ½ feet and each foot 1 ½ s)",1,"November",1463,1214,"286r"
1118,"NULL","noch 15 voeten auts ghelas hermaect ","another 15 feet of old glass restored",1,"November",1463,1214,"286r"
1119,"NULL","noch 73 ruten in geset","placed another seventy-three diamond muntins",1,"November",1463,1214,"286r"
1120,"10 pl","ghemaect 2 scilde dar die heren op staen","Made two shields on which the saints are portrayed",1,"December",1463,1214,"286r"
1121,"1 s","aen enen clocriem betaelt","paid for a clock strap",1,"December",1463,1214,"286r"
1122,"50 ¼ pl","Ghewracht 7 lb 1 virdel soudueren ellic lb 7pl","worked 7 lb 1 quarter of solder each lb 7 pl",1,"February",1464,1214,"286v"
1123,"12 ½ s 4 ½ gr (minus 50 ¼ pl)","metten weke op die gote aent thuys optie merct","for the tin casting work on the house on the square",1,"February",1464,1214,"286v"
1124,"27 s","ghedect … 4 ½ dach dages 6 s ","roofed 4 ½ days at a daily rate of 6 s",1,"March",1464,1214,"286v"
1125,"51 s","loets wagende ... 148 lb (ellic hondert cost 35 s)","(roll of) lead weighing 148 lb (each hundred cost 35 s)",1,"March",1464,1214,"286v"
1126,"48 s","(loets wagende) … 138 lb ellic hondert cost 35 s","(roll of lead weighing) 138 lb each hundred cost 35 s",1,"March",1464,1214,"286v"
1127,"9 pl","van der vinten scoen te makenne","for cleaning the vault",1,"March",1464,1214,"286v"
1128,"16 s 1pl","in Vieten Dondersdaghe end in Paesdaghe 8 ½ quaerten rynswyns … om mede toe te monegen ende te autaere te wasschen ellic quaerte 2 s","for White Thursday and Easter 8 ½ quarts of Rhine wine … for Communion and with which to wash the altar ",1,"March",1464,1214,"286v"
1129,"NULL","(in Vieten Dondersdaghe ende in Paesdaghe) … waelput lanwyns (om mede toe te monegen ende te autaere te wasschen ellic quaerte 2 s)","(for White Thursday and Easter) Wallonian Country Wine (… for Communion and with which to wash the altar)",1,"March",1464,1214,"286v"
1130,"8 s","aen den groten paeskersse te makenne","for making the large Easter candles",1,"March",1464,1214,"286v"
1131,"5 phs d","5 busselen latten van 16 voeten ","five bushels of lath of sixteen feet",1,"April",1464,1214,"286v"
1132,"9 pl","noch … 3 busselen latten van 14 voeten","another three bushels of lath of fourteen feet",1,"April",1464,1214,"287r"
