item_id,person_id,person_fname,person_lname,item_desc_translation,month_y,year_y
976,525,--,Anonymous Drummer,9 companions who played the drums each 1 s,June,1460
978,526,--,Anonymous Performer,for the company of players,June,1460
978,527,--,Anonymous Performer,for the company of players,June,1460
978,528,--,Anonymous Performer,for the company of players,June,1460
980,529,--,Anonymous Stone Vendor ,for stones at Dormale,June,1460
983,531,--,Anonymous Vendor,purchased 5 dozen straps,June,1460
984,532,--,Anonymous Lead Smith,1 roll of lead weighing 135 lbs,June,1460
997,533,--,Anonymous Wood Vendor,a bushel of battens,June,1460
999,534,Francken ,Sabels,purchased lumber for sawing battens,June,1460
935,535,--,Anonymous Vendor,purchased 4 lamps,December,1459
1009,540,Wouter,Laurijs,two-and-a-half day’s work,July,1460
1042,540,Wouter,Laurijs,sawed 2 days,April,1461
1061,540,Wouter,Laurijs,sawed 2 days,June,1461
1081,540,Wouter,Laurijs,one-and-a-half day's work,June,1461
1012,541,--,Anonymous Potter,clayware,August,1460
1016,542,Nijs,Benens,ten day’s work,September,1460
1018,542,Nijs,Benens,five-and-a-half day’s work,September,1460
1021,542,Nijs,Benens,two-and-a-half day’s work,October,1460
1023,542,Nijs,Benens,earned for various work in the church,November,1460
1025,543,Coppen,der Ghelaesmakere,earned for various work,December,1460
1138,543,Coppen,der Ghelaesmakere,restored one glass window at the clock house and for other work,May,1464
1139,543,Coppen,der Ghelaesmakere,to the same (glassmaker) again for other work,May,1464
1026,544,Jan ,Cole,earned for work on the tower and choir school,December,1460
1028,545,--,Anonymous Wagoner,for stones at Dormale,February,1461
1029,546,--,Anonymous Metal Smith ,for re-casting and painting the clock at the choir school,March,1461
1030,547,--,Anonymous Laborer,for hanging the clock,March,1461
1032,548,Tonis,Reers,purchased … 2 (pieces) oaks,April,1461
1103,548,Tonis,Reers,eight days’ work each day 1 ½ s,October,1463
1107,548,Tonis,Reers,also eight days (of roofing) earned together,October,1463
1111,548,Tonis,Reers,also two day (at the choir school),October,1463
1032,549,Jan,van Alken,purchased … 2 (pieces) oaks,April,1461
1035,550,Joris,Gorijs,purchased … 1 load of chalk at 5 m each m [cost] 23 pl,April,1461
1036,551,--,Anonymous Nail Vendor,½ order of slate roofing tile nails,April,1461
1038,552,--,Anonymous Vendor,purchased … 1 [piece] of lumber for a piling,April,1461
1048,552,--,Anonymous Vendor,1 storm sail (storm strap?) of 29 pounds [at a cost of] 16 gr per pound,May,1461
1049,552,--,Anonymous Vendor,a small strap,May,1461
1039,553,--,Anonymous Bagpiper (hoecpiper),purchased … one oak,April,1461
1053,553,--,Anonymous Bagpiper (hoecpiper),for 2 bag pipers and 1 trumpeteer,May,1461
1053,554,--,Anonymous Bagpiper (hoecpiper),for 2 bag pipers and 1 trumpeteer,May,1461
1053,555,--,Anonymous Trumpeter,for 2 bag pipers and 1 trumpeteer,May,1461
1054,556,--,Anonymous Trumpeter,given for a trumpeteer,May,1461
1055,557,--,Anonymous Drummer,[given to] 7 companions who played the drums,May,1461
1055,558,--,Anonymous Drummer,[given to] 7 companions who played the drums,May,1461
1055,559,--,Anonymous Drummer,[given to] 7 companions who played the drums,May,1461
1055,560,--,Anonymous Drummer,[given to] 7 companions who played the drums,May,1461
1055,561,--,Anonymous Drummer,[given to] 7 companions who played the drums,May,1461
1055,562,--,Anonymous Drummer,[given to] 7 companions who played the drums,May,1461
1055,563,--,Anonymous Drummer,[given to] 7 companions who played the drums,May,1461
1056,564,--,Anonymous Performer,[given to] the company of players,May,1461
1056,565,--,Anonymous Performer,[given to] the company of players,May,1461
1056,566,--,Anonymous Performer,[given to] the company of players,May,1461
1057,567,--,Coster van Beyarden,[given to] the Costers for the Aged ,May,1461
1057,568,--,Coster van Beyarden,[given to] the Costers for the Aged ,May,1461
1057,569,--,Coster van Beyarden,[given to] the Costers for the Aged ,May,1461
1059,570,Reynere,Meeus,purchased … 1 oak,June,1461
1062,571,--,Apprentice of Woutere Laurijs,two days work (sawing),June,1461
1060,572,--,Anonymous Wood Vendor,purchased 2000 (pieces of) wood,June,1461
1067,573,Goden ,Houinc,three-and-a-half day’s work,June,1461
1069,574,--,Anonymous Tile Vendor,2200 (roof?) tiles,June,1461
1072,575,Mielis,Tullere (son of Henric Tullere),nine days’ work,June,1461
1077,575,Mielis,Tullere (son of Henric Tullere),five day’s [work] at a daily rate of 13 pl,June,1461
1074,576,--,Anonymous Vendor,one bushel lath battens,June,1461
1076,577,Jacob,van Rummale,purchased one piece of wood,June,1461
1096,578,--,Custer van Beyarden,yearly salary?,September,1463
1096,579,--,Custer van Beyarden,yearly salary?,September,1463
1096,580,--,Custer van Beyarden,yearly salary?,September,1463
1093,582,--,Anonymous Vendor,Purchased 2 m and 3 h of chalk,July,1463
1094,583,--,Henric Zieghere’s Son,worked one day,August,1463
1100,583,--,Henric Zieghere’s Son,worked on the house on the square six days at a daily rate of 13 pl,September,1463
1092,584,--,Apprentice of Ghijs Tgrex,one day of roofing,July,1463
1101,585,--,Anonymous Tile Vendor,paid (for) 250 tiles,September,1463
1097,586,Henric ,van Gorssummoroel,purchased … lumber,September,1463
1104,587,--,Anonymous Vendor,seven bushels of 16 feet (?) each bushel 20 groten,October,1463
1105,588,--,Anonymous Vendor,purchased two dozen (bundles) twine,October,1463
1108,589,--,Anonymous Vendor,purchased 5m chalk each m 5 ½ s,October,1463
1114,590,--,Anonymous Blacksmith,a clock strap bracket of 18 lb each pound 15 grote,October,1463
1121,590,--,Anonymous Blacksmith,paid for a clock strap,December,1463
1120,591,Aert,Manmekere,Made two shields on which the saints are portrayed,December,1463
1122,592,Claes,der Canghietere van Sintruden,worked 7 lb 1 quarter of solder each lb 7 pl,February,1464
1123,592,Claes,der Canghietere van Sintruden,for the tin casting work on the house on the square,February,1464
1125,593,--,Anonymous Vendor (lead),(roll of) lead weighing 148 lb (each hundred cost 35 s),March,1464
1126,593,--,Anonymous Vendor (lead),(roll of lead weighing) 138 lb each hundred cost 35 s,March,1464
1127,594,--,Anonymous Laborer,for cleaning the vault,March,1464
1130,595,--,Anonymous Chandler,for making the large Easter candles,March,1464
1128,596,--,Anonymous Priest,for White Thursday and Easter 8 ½ quarts of Rhine wine … for Communion and with which to wash the altar ,March,1464
1129,596,--,Anonymous Priest,(for White Thursday and Easter) Wallonian Country Wine (… for Communion and with which to wash the altar),March,1464
1131,597,--,Anonymous Vendor,five bushels of lath of sixteen feet,April,1464
1132,597,--,Anonymous Vendor,another three bushels of lath of fourteen feet,April,1464
1133,598,--,Anonymous Vendor,four-and-a-half loads of yarn (CHECK TRANSLATION),April,1464
1134,599,--,Anonymous Carpenter,contracted at Gobertange to make five rear doors each rear door 2 s,April,1464
1135,599,--,Anonymous Carpenter,for transporting (doors?),April,1464
1136,600,--,Vrouwe Godyns,eight quarts of liquid fat and for a garment(?),April,1464
1137,601,--,Anonymous Laborer (Chandler?),for verneering the four candles,May,1464
1140,602,--,Anonymous Laborer,for washing two corporals,May,1464
1033,623,--,Anonymous Laborer,for cleaning the vault,April,1461
1087,624,--,Anonymous Food Vendor,purchased three trenchers of capon each with three pieces,June,1461
